"","orig.ident","nCount_RNA","nFeature_RNA","Cell","Batch","Group","ExpLibSize","RNA_snn_res.0.8","seurat_clusters"
"Cell290","SeuratProject",67508,8679,"Cell290","Batch1","Group1",66732.2258737806,"0","0"
"Cell291","SeuratProject",68454,8729,"Cell291","Batch1","Group1",67841.0506761967,"0","0"
"Cell292","SeuratProject",62392,8356,"Cell292","Batch1","Group1",61401.6939003539,"0","0"
"Cell293","SeuratProject",69430,8855,"Cell293","Batch1","Group3",69536.9504130973,"2","2"
"Cell294","SeuratProject",55543,7969,"Cell294","Batch1","Group1",55946.0035121381,"0","0"
"Cell295","SeuratProject",57855,8146,"Cell295","Batch1","Group3",58245.5909567416,"2","2"
"Cell296","SeuratProject",65516,8593,"Cell296","Batch1","Group3",65329.1826688686,"2","2"
"Cell297","SeuratProject",42986,7006,"Cell297","Batch1","Group1",42192.2585930238,"0","0"
"Cell298","SeuratProject",67378,8671,"Cell298","Batch1","Group1",67244.6366636196,"0","0"
"Cell299","SeuratProject",40488,6832,"Cell299","Batch1","Group1",40957.8512295946,"0","0"
"Cell300","SeuratProject",79284,9277,"Cell300","Batch1","Group4",78743.7090006586,"3","3"
"Cell301","SeuratProject",66212,8661,"Cell301","Batch1","Group2",66075.228064575,"1","1"
"Cell302","SeuratProject",67879,8659,"Cell302","Batch1","Group1",67595.2107186731,"0","0"
"Cell303","SeuratProject",40800,6810,"Cell303","Batch1","Group1",40704.075894148,"0","0"
"Cell304","SeuratProject",68331,8811,"Cell304","Batch1","Group3",68394.488376044,"2","2"
"Cell305","SeuratProject",74163,9006,"Cell305","Batch1","Group2",73508.6458477096,"1","1"
"Cell306","SeuratProject",72119,8956,"Cell306","Batch1","Group1",72033.0808384185,"0","0"
"Cell307","SeuratProject",72277,8991,"Cell307","Batch1","Group2",73465.9221227704,"1","1"
"Cell308","SeuratProject",65205,8467,"Cell308","Batch1","Group3",65156.3413038831,"2","2"
"Cell309","SeuratProject",69899,8797,"Cell309","Batch1","Group1",70187.0992586563,"0","0"
"Cell310","SeuratProject",56471,8074,"Cell310","Batch1","Group1",56897.734235056,"0","0"
"Cell311","SeuratProject",63655,8503,"Cell311","Batch1","Group2",64060.3209949274,"1","1"
"Cell312","SeuratProject",62469,8537,"Cell312","Batch1","Group3",62319.0908950634,"2","2"
"Cell313","SeuratProject",57369,8035,"Cell313","Batch1","Group3",57679.3825530424,"2","2"
"Cell314","SeuratProject",31438,5945,"Cell314","Batch1","Group2",31620.7825425355,"1","1"
"Cell315","SeuratProject",56523,7954,"Cell315","Batch1","Group1",55947.3456428895,"0","0"
"Cell316","SeuratProject",69246,8890,"Cell316","Batch1","Group2",69048.9054115313,"1","1"
"Cell317","SeuratProject",59722,8240,"Cell317","Batch1","Group3",59967.6836026557,"2","2"
"Cell318","SeuratProject",45343,7213,"Cell318","Batch1","Group4",45542.0935612808,"3","3"
"Cell319","SeuratProject",61504,8360,"Cell319","Batch1","Group4",61768.2237025233,"3","3"
"Cell320","SeuratProject",52762,7857,"Cell320","Batch1","Group1",52385.9520354465,"0","0"
"Cell321","SeuratProject",54220,7937,"Cell321","Batch1","Group2",54624.3673729621,"1","1"
"Cell322","SeuratProject",56935,8031,"Cell322","Batch1","Group3",56382.1498430916,"2","2"
"Cell323","SeuratProject",49948,7568,"Cell323","Batch1","Group3",49817.8714353499,"2","2"
"Cell324","SeuratProject",65803,8555,"Cell324","Batch1","Group1",66030.2971175611,"0","0"
"Cell325","SeuratProject",62991,8407,"Cell325","Batch1","Group1",63638.6764219457,"0","0"
"Cell326","SeuratProject",52227,7742,"Cell326","Batch1","Group1",52793.6296697593,"0","0"
"Cell327","SeuratProject",68986,8853,"Cell327","Batch1","Group1",70003.6406174897,"0","0"
"Cell328","SeuratProject",40604,6905,"Cell328","Batch1","Group2",40045.9088262987,"1","1"
"Cell329","SeuratProject",68737,8785,"Cell329","Batch1","Group4",68510.9015221859,"3","3"
"Cell330","SeuratProject",50391,7578,"Cell330","Batch1","Group1",49701.9183904026,"0","0"
"Cell331","SeuratProject",59236,8187,"Cell331","Batch1","Group2",59418.0533687788,"1","1"
"Cell332","SeuratProject",80896,9480,"Cell332","Batch1","Group1",81241.6231328253,"0","0"
"Cell333","SeuratProject",67861,8685,"Cell333","Batch1","Group1",68241.1810560327,"0","0"
"Cell334","SeuratProject",52907,7797,"Cell334","Batch1","Group1",53200.2386828707,"0","0"
"Cell335","SeuratProject",90362,9824,"Cell335","Batch1","Group3",89707.3244270998,"2","2"
"Cell336","SeuratProject",49646,7542,"Cell336","Batch1","Group1",49258.6560022162,"0","0"
"Cell337","SeuratProject",52922,7826,"Cell337","Batch1","Group1",53043.5474243451,"0","0"
"Cell338","SeuratProject",80385,9452,"Cell338","Batch1","Group1",80172.6551672266,"0","0"
"Cell339","SeuratProject",63264,8500,"Cell339","Batch1","Group3",63066.1667699992,"2","2"
"Cell340","SeuratProject",65951,8571,"Cell340","Batch1","Group4",65507.9884303479,"3","3"
"Cell341","SeuratProject",53401,7837,"Cell341","Batch1","Group1",53749.3614503929,"0","0"
"Cell342","SeuratProject",55690,8009,"Cell342","Batch1","Group1",56383.8519778126,"0","0"
"Cell343","SeuratProject",69070,8792,"Cell343","Batch1","Group2",68522.7420975437,"1","1"
"Cell344","SeuratProject",72279,8967,"Cell344","Batch1","Group1",72308.6253153782,"0","0"
"Cell345","SeuratProject",52989,7735,"Cell345","Batch1","Group1",52571.4226893703,"0","0"
"Cell346","SeuratProject",52133,7678,"Cell346","Batch1","Group3",52176.9276897565,"2","2"
"Cell347","SeuratProject",58029,8055,"Cell347","Batch1","Group3",58434.7632451803,"2","2"
"Cell348","SeuratProject",63475,8419,"Cell348","Batch1","Group1",63618.4653656273,"0","0"
"Cell349","SeuratProject",55380,7953,"Cell349","Batch1","Group1",55704.3327419612,"0","0"
"Cell350","SeuratProject",80655,9341,"Cell350","Batch1","Group1",80482.2229529343,"0","0"
"Cell351","SeuratProject",49945,7654,"Cell351","Batch1","Group3",49943.5405416796,"2","2"
"Cell352","SeuratProject",42196,6901,"Cell352","Batch1","Group4",42036.4360294294,"3","3"
"Cell353","SeuratProject",64073,8479,"Cell353","Batch1","Group3",63410.0540119405,"2","2"
"Cell354","SeuratProject",44326,7194,"Cell354","Batch1","Group2",44487.1943875355,"1","1"
"Cell355","SeuratProject",61428,8341,"Cell355","Batch1","Group3",62038.2559381038,"2","2"
"Cell356","SeuratProject",63920,8408,"Cell356","Batch1","Group3",63477.2973261485,"2","2"
"Cell357","SeuratProject",43427,6966,"Cell357","Batch1","Group1",43993.5817186475,"0","0"
"Cell358","SeuratProject",64108,8459,"Cell358","Batch1","Group4",64337.1859467232,"3","3"
"Cell359","SeuratProject",49699,7579,"Cell359","Batch1","Group3",50026.9712723011,"2","2"
"Cell360","SeuratProject",50075,7525,"Cell360","Batch1","Group1",50338.7936881892,"0","0"
"Cell361","SeuratProject",48360,7414,"Cell361","Batch1","Group1",48354.3875376024,"0","0"
"Cell362","SeuratProject",46047,7220,"Cell362","Batch1","Group2",46036.251560395,"1","1"
"Cell363","SeuratProject",76254,9112,"Cell363","Batch1","Group1",75665.1250615058,"0","0"
"Cell364","SeuratProject",56165,8043,"Cell364","Batch1","Group2",55401.4953271135,"1","1"
"Cell365","SeuratProject",45979,7289,"Cell365","Batch1","Group2",45697.815318659,"1","1"
"Cell366","SeuratProject",65339,8613,"Cell366","Batch1","Group1",65975.169138377,"0","0"
"Cell367","SeuratProject",58813,8164,"Cell367","Batch1","Group2",58862.27094651,"1","1"
"Cell368","SeuratProject",84800,9659,"Cell368","Batch1","Group2",84392.4612146645,"1","1"
"Cell369","SeuratProject",49294,7565,"Cell369","Batch1","Group4",49524.8151594635,"3","3"
"Cell370","SeuratProject",82935,9532,"Cell370","Batch1","Group1",82187.6689497925,"0","0"
"Cell371","SeuratProject",68636,8791,"Cell371","Batch1","Group2",69891.5201085906,"1","1"
"Cell372","SeuratProject",68276,8777,"Cell372","Batch1","Group4",68773.049318167,"3","3"
"Cell373","SeuratProject",31840,5953,"Cell373","Batch1","Group4",31656.4548668542,"3","3"
"Cell374","SeuratProject",59628,8196,"Cell374","Batch1","Group1",59093.640686687,"0","0"
"Cell375","SeuratProject",60005,8150,"Cell375","Batch1","Group3",59825.0039962804,"2","2"
"Cell376","SeuratProject",81414,9450,"Cell376","Batch1","Group4",81831.4512855045,"3","3"
"Cell377","SeuratProject",59337,8283,"Cell377","Batch1","Group1",59699.7687448952,"0","0"
"Cell378","SeuratProject",60985,8389,"Cell378","Batch1","Group1",61289.3829670793,"0","0"
"Cell379","SeuratProject",56782,8115,"Cell379","Batch1","Group1",56866.5069831635,"0","0"
"Cell380","SeuratProject",55631,7932,"Cell380","Batch1","Group4",56253.1179980494,"3","3"
"Cell381","SeuratProject",55529,8019,"Cell381","Batch1","Group2",55447.4805810004,"1","1"
"Cell382","SeuratProject",39607,6808,"Cell382","Batch1","Group1",39883.9780077458,"0","0"
"Cell383","SeuratProject",65378,8632,"Cell383","Batch1","Group1",65550.4347487797,"0","0"
"Cell384","SeuratProject",63884,8569,"Cell384","Batch1","Group1",65032.7913102477,"0","0"
"Cell385","SeuratProject",63429,8389,"Cell385","Batch1","Group1",63759.9121232553,"0","0"
"Cell386","SeuratProject",64853,8581,"Cell386","Batch1","Group2",64674.1568591837,"1","1"
"Cell387","SeuratProject",79989,9301,"Cell387","Batch1","Group1",79755.5045978747,"0","0"
"Cell388","SeuratProject",53938,7915,"Cell388","Batch1","Group4",53715.1982060975,"3","3"
"Cell389","SeuratProject",53359,7785,"Cell389","Batch1","Group4",53974.1666672737,"3","3"
"Cell390","SeuratProject",48306,7451,"Cell390","Batch1","Group1",48302.1601974164,"0","0"
"Cell391","SeuratProject",68207,8758,"Cell391","Batch1","Group3",68221.3512816356,"2","2"
"Cell392","SeuratProject",70128,8908,"Cell392","Batch1","Group1",70516.5647816034,"0","0"
"Cell393","SeuratProject",52943,7708,"Cell393","Batch1","Group3",52760.5237109717,"2","2"
"Cell394","SeuratProject",51550,7720,"Cell394","Batch1","Group3",52018.0644832304,"2","2"
"Cell395","SeuratProject",87106,9594,"Cell395","Batch1","Group1",86060.2431509032,"0","0"
"Cell396","SeuratProject",71282,9000,"Cell396","Batch1","Group2",71498.7454388824,"1","1"
"Cell397","SeuratProject",50475,7677,"Cell397","Batch1","Group1",50644.231032127,"0","0"
"Cell398","SeuratProject",50793,7653,"Cell398","Batch1","Group1",50848.1112635155,"0","0"
"Cell399","SeuratProject",74334,9187,"Cell399","Batch1","Group2",73812.85432626,"1","1"
"Cell400","SeuratProject",52273,7746,"Cell400","Batch1","Group1",52927.6520476035,"0","0"
"Cell401","SeuratProject",70023,8935,"Cell401","Batch1","Group1",70012.8520163968,"0","0"
"Cell402","SeuratProject",54538,7932,"Cell402","Batch1","Group3",54655.5086454215,"2","2"
"Cell403","SeuratProject",45418,7200,"Cell403","Batch1","Group1",45454.0967275738,"0","0"
"Cell404","SeuratProject",72959,8949,"Cell404","Batch1","Group1",72604.2494409875,"0","0"
"Cell405","SeuratProject",56898,8001,"Cell405","Batch1","Group4",57152.7777123105,"3","3"
"Cell406","SeuratProject",87004,9651,"Cell406","Batch1","Group4",86803.983155452,"3","3"
"Cell407","SeuratProject",51675,7669,"Cell407","Batch1","Group1",51436.4827057783,"0","0"
"Cell408","SeuratProject",72148,8857,"Cell408","Batch1","Group1",72203.486609828,"0","0"
"Cell409","SeuratProject",66478,8616,"Cell409","Batch1","Group2",66335.7818225476,"1","1"
"Cell410","SeuratProject",69034,8835,"Cell410","Batch1","Group1",68533.641634583,"0","0"
"Cell411","SeuratProject",68037,8687,"Cell411","Batch1","Group3",68056.595193042,"2","2"
"Cell412","SeuratProject",57909,8225,"Cell412","Batch1","Group2",58817.5232163553,"1","1"
"Cell413","SeuratProject",74312,9076,"Cell413","Batch1","Group2",74019.1373577893,"1","1"
"Cell414","SeuratProject",58738,8165,"Cell414","Batch1","Group2",58814.8867363563,"1","1"
"Cell415","SeuratProject",41780,6978,"Cell415","Batch1","Group1",41829.6448904236,"0","0"
"Cell416","SeuratProject",50705,7577,"Cell416","Batch1","Group4",49909.1208272118,"3","3"
"Cell417","SeuratProject",59688,8218,"Cell417","Batch1","Group3",59806.5850350919,"2","2"
"Cell418","SeuratProject",69750,8865,"Cell418","Batch1","Group4",70215.0432749213,"3","3"
"Cell419","SeuratProject",53426,7788,"Cell419","Batch1","Group1",53550.4935708593,"0","0"
"Cell420","SeuratProject",82505,9470,"Cell420","Batch1","Group2",81729.3916075447,"1","1"
"Cell421","SeuratProject",54942,7975,"Cell421","Batch1","Group3",53723.7945079945,"2","2"
"Cell422","SeuratProject",57355,8074,"Cell422","Batch1","Group1",57709.1769963122,"0","0"
"Cell423","SeuratProject",58886,8197,"Cell423","Batch1","Group3",58629.1788037265,"2","2"
"Cell424","SeuratProject",42072,6976,"Cell424","Batch1","Group2",42145.3292906235,"1","1"
"Cell425","SeuratProject",65369,8677,"Cell425","Batch1","Group2",66126.7338724973,"1","1"
"Cell426","SeuratProject",67575,8707,"Cell426","Batch1","Group2",66931.567502045,"1","1"
"Cell427","SeuratProject",52664,7730,"Cell427","Batch1","Group1",52676.9531734705,"0","0"
"Cell428","SeuratProject",53234,7882,"Cell428","Batch1","Group1",53530.9585661295,"0","0"
"Cell429","SeuratProject",62431,8420,"Cell429","Batch1","Group3",62135.9750100513,"2","2"
"Cell430","SeuratProject",70634,8947,"Cell430","Batch1","Group2",71081.9148078695,"1","1"
"Cell431","SeuratProject",52331,7737,"Cell431","Batch1","Group1",52994.9699646327,"0","0"
"Cell432","SeuratProject",61190,8371,"Cell432","Batch1","Group1",61337.8503348326,"0","0"
"Cell433","SeuratProject",52716,7795,"Cell433","Batch1","Group1",52267.2523495963,"0","0"
"Cell434","SeuratProject",63593,8577,"Cell434","Batch1","Group3",63203.5743050891,"2","2"
"Cell435","SeuratProject",68171,8692,"Cell435","Batch1","Group2",68890.8166414855,"1","1"
"Cell436","SeuratProject",61459,8384,"Cell436","Batch1","Group2",61425.8803355974,"1","1"
"Cell437","SeuratProject",58370,8150,"Cell437","Batch1","Group1",58527.3271901399,"0","0"
"Cell438","SeuratProject",63009,8410,"Cell438","Batch1","Group4",62463.3527928723,"3","3"
"Cell439","SeuratProject",58380,8022,"Cell439","Batch1","Group4",58557.372840966,"3","3"
"Cell440","SeuratProject",50860,7676,"Cell440","Batch1","Group4",50781.4187721823,"3","3"
"Cell441","SeuratProject",37225,6481,"Cell441","Batch1","Group1",36993.6096782907,"0","0"
"Cell442","SeuratProject",50789,7618,"Cell442","Batch1","Group1",50397.6388550928,"0","0"
"Cell443","SeuratProject",61469,8299,"Cell443","Batch1","Group1",60335.614770173,"0","0"
"Cell444","SeuratProject",82355,9509,"Cell444","Batch1","Group4",81901.9098832104,"3","3"
"Cell445","SeuratProject",60860,8318,"Cell445","Batch1","Group3",61230.5503507236,"2","2"
"Cell446","SeuratProject",60170,8299,"Cell446","Batch1","Group1",59939.0960933859,"0","0"
"Cell447","SeuratProject",69290,8754,"Cell447","Batch1","Group1",69768.8453096236,"0","0"
"Cell448","SeuratProject",38440,6655,"Cell448","Batch1","Group3",38729.3566506163,"2","2"
"Cell449","SeuratProject",69020,8841,"Cell449","Batch1","Group1",68665.0066505495,"0","0"
"Cell450","SeuratProject",93336,9911,"Cell450","Batch1","Group3",93394.2569188347,"2","2"
"Cell451","SeuratProject",63095,8482,"Cell451","Batch1","Group2",63459.8113257095,"1","1"
"Cell452","SeuratProject",53454,7738,"Cell452","Batch1","Group4",53336.7687798012,"3","3"
"Cell453","SeuratProject",47049,7442,"Cell453","Batch1","Group2",46826.0266481827,"1","1"
"Cell454","SeuratProject",47455,7442,"Cell454","Batch1","Group1",47710.7431312912,"0","0"
"Cell455","SeuratProject",57254,8103,"Cell455","Batch1","Group2",57169.7354094984,"1","1"
"Cell456","SeuratProject",48371,7435,"Cell456","Batch1","Group3",48486.5434456361,"2","2"
"Cell457","SeuratProject",46862,7372,"Cell457","Batch1","Group2",47055.125328053,"1","1"
"Cell458","SeuratProject",86660,9660,"Cell458","Batch1","Group1",86196.4699334651,"0","0"
"Cell459","SeuratProject",62061,8386,"Cell459","Batch1","Group4",62198.5633643375,"3","3"
"Cell460","SeuratProject",79150,9376,"Cell460","Batch1","Group3",79805.2493698707,"2","2"
"Cell461","SeuratProject",82240,9650,"Cell461","Batch1","Group1",83382.1606600195,"0","0"
"Cell462","SeuratProject",64879,8620,"Cell462","Batch1","Group1",64689.3826505408,"0","0"
"Cell463","SeuratProject",57498,7987,"Cell463","Batch1","Group4",57207.5934165871,"3","3"
"Cell464","SeuratProject",53395,7731,"Cell464","Batch1","Group3",52983.2434228524,"2","2"
"Cell465","SeuratProject",52432,7800,"Cell465","Batch1","Group1",51937.3604800503,"0","0"
"Cell466","SeuratProject",70383,8807,"Cell466","Batch1","Group3",69996.2496224681,"2","2"
"Cell467","SeuratProject",78345,9293,"Cell467","Batch1","Group2",78765.7440501652,"1","1"
"Cell468","SeuratProject",60031,8371,"Cell468","Batch1","Group1",60113.8108311127,"0","0"
"Cell469","SeuratProject",55968,7980,"Cell469","Batch1","Group3",56367.7024289737,"2","2"
"Cell470","SeuratProject",99853,10240,"Cell470","Batch1","Group1",99857.2637206546,"0","0"
"Cell471","SeuratProject",65570,8584,"Cell471","Batch1","Group1",65293.9601119934,"0","0"
"Cell472","SeuratProject",74138,9051,"Cell472","Batch1","Group3",73400.8790844502,"2","2"
"Cell473","SeuratProject",41950,7037,"Cell473","Batch1","Group1",42709.2620232318,"0","0"
"Cell474","SeuratProject",41376,6966,"Cell474","Batch1","Group3",41280.484327622,"2","2"
"Cell475","SeuratProject",75179,9163,"Cell475","Batch1","Group1",75778.8782949276,"0","0"
"Cell476","SeuratProject",51123,7662,"Cell476","Batch1","Group1",50923.3957263202,"0","0"
"Cell477","SeuratProject",45477,7286,"Cell477","Batch1","Group1",45882.6851563068,"0","0"
"Cell478","SeuratProject",73953,9157,"Cell478","Batch1","Group2",74603.0472092007,"1","1"
"Cell479","SeuratProject",68585,8692,"Cell479","Batch1","Group4",67435.8606807868,"3","3"
"Cell480","SeuratProject",69576,8769,"Cell480","Batch1","Group3",69834.8751376694,"2","2"
"Cell481","SeuratProject",64410,8419,"Cell481","Batch1","Group1",63875.2979820009,"0","0"
"Cell482","SeuratProject",59758,8269,"Cell482","Batch1","Group1",60147.7571732604,"0","0"
"Cell483","SeuratProject",83784,9619,"Cell483","Batch1","Group2",83411.0608061653,"1","1"
"Cell484","SeuratProject",69035,8817,"Cell484","Batch1","Group2",68693.07776494,"1","1"
"Cell485","SeuratProject",71600,8929,"Cell485","Batch1","Group3",71880.0042750035,"2","2"
"Cell486","SeuratProject",64447,8466,"Cell486","Batch1","Group2",64287.126225749,"1","1"
"Cell487","SeuratProject",53312,7757,"Cell487","Batch1","Group3",53460.3019092853,"2","2"
"Cell488","SeuratProject",52250,7726,"Cell488","Batch1","Group1",53014.4384121558,"0","0"
"Cell489","SeuratProject",49943,7617,"Cell489","Batch1","Group1",50601.5335572322,"0","0"
"Cell490","SeuratProject",49117,7531,"Cell490","Batch1","Group1",49067.9331500696,"0","0"
"Cell491","SeuratProject",46655,7222,"Cell491","Batch1","Group3",46101.2241409392,"2","2"
"Cell492","SeuratProject",60931,8438,"Cell492","Batch1","Group2",61156.2522902847,"1","1"
"Cell493","SeuratProject",71134,8897,"Cell493","Batch1","Group1",70974.3336995962,"0","0"
"Cell494","SeuratProject",80876,9343,"Cell494","Batch1","Group1",81154.7174145733,"0","0"
"Cell495","SeuratProject",79130,9369,"Cell495","Batch1","Group2",79389.8702869331,"1","1"
"Cell496","SeuratProject",51139,7634,"Cell496","Batch1","Group1",51120.8116068004,"0","0"
"Cell497","SeuratProject",55767,7974,"Cell497","Batch1","Group2",55863.3881033526,"1","1"
"Cell498","SeuratProject",63653,8378,"Cell498","Batch1","Group2",63303.2989801449,"1","1"
"Cell499","SeuratProject",55113,7960,"Cell499","Batch1","Group2",55079.9691332469,"1","1"
"Cell500","SeuratProject",48277,7374,"Cell500","Batch1","Group3",48127.4881297675,"2","2"
"Cell501","SeuratProject",72874,9047,"Cell501","Batch1","Group3",73611.094369055,"2","2"
"Cell502","SeuratProject",45213,7191,"Cell502","Batch1","Group1",44840.2665565637,"0","0"
"Cell503","SeuratProject",59223,8301,"Cell503","Batch1","Group1",59681.9709556089,"0","0"
"Cell504","SeuratProject",54296,7903,"Cell504","Batch1","Group2",53913.6792402695,"1","1"
"Cell505","SeuratProject",72164,9021,"Cell505","Batch1","Group1",73216.9126087892,"0","0"
"Cell506","SeuratProject",48061,7453,"Cell506","Batch1","Group1",48987.3732424752,"0","0"
"Cell507","SeuratProject",63216,8457,"Cell507","Batch1","Group2",62841.8169061581,"1","1"
"Cell508","SeuratProject",49085,7462,"Cell508","Batch1","Group1",48932.5810780133,"0","0"
"Cell509","SeuratProject",60161,8296,"Cell509","Batch1","Group1",60646.8769711073,"0","0"
"Cell510","SeuratProject",75482,9090,"Cell510","Batch1","Group3",75900.8287875712,"2","2"
"Cell511","SeuratProject",46436,7334,"Cell511","Batch1","Group3",46582.4741266376,"2","2"
"Cell512","SeuratProject",57216,8175,"Cell512","Batch1","Group1",57257.9242612286,"0","0"
"Cell513","SeuratProject",62528,8420,"Cell513","Batch1","Group3",62006.6331600691,"2","2"
"Cell514","SeuratProject",72801,9000,"Cell514","Batch1","Group1",73073.1219143242,"0","0"
"Cell515","SeuratProject",63420,8427,"Cell515","Batch1","Group1",63087.9200946291,"0","0"
"Cell516","SeuratProject",77553,9326,"Cell516","Batch1","Group1",78387.0312825893,"0","0"
"Cell517","SeuratProject",59982,8379,"Cell517","Batch1","Group1",60408.3620934725,"0","0"
"Cell518","SeuratProject",49129,7556,"Cell518","Batch1","Group1",49128.4422112993,"0","0"
"Cell519","SeuratProject",61651,8410,"Cell519","Batch1","Group2",61376.2747416719,"1","1"
"Cell520","SeuratProject",85405,9647,"Cell520","Batch1","Group4",85398.5838714538,"3","3"
"Cell521","SeuratProject",48167,7551,"Cell521","Batch1","Group1",48504.263363668,"0","0"
"Cell522","SeuratProject",51614,7671,"Cell522","Batch1","Group1",52193.3260155971,"0","0"
"Cell523","SeuratProject",59831,8323,"Cell523","Batch1","Group3",60183.775357508,"2","2"
"Cell524","SeuratProject",67077,8678,"Cell524","Batch1","Group2",68142.0833281704,"1","1"
"Cell525","SeuratProject",62605,8454,"Cell525","Batch1","Group1",62592.4442881373,"0","0"
"Cell526","SeuratProject",70798,8918,"Cell526","Batch1","Group1",71525.1020804418,"0","0"
"Cell527","SeuratProject",73010,9020,"Cell527","Batch1","Group1",72454.3754141131,"0","0"
"Cell528","SeuratProject",64499,8518,"Cell528","Batch1","Group1",64352.3162263791,"0","0"
"Cell529","SeuratProject",66120,8561,"Cell529","Batch1","Group4",65478.7518772829,"3","3"
"Cell530","SeuratProject",102541,10388,"Cell530","Batch1","Group1",102933.090968021,"0","0"
"Cell531","SeuratProject",56759,8055,"Cell531","Batch1","Group3",56763.0379594047,"2","2"
"Cell532","SeuratProject",73114,8969,"Cell532","Batch1","Group4",73539.0363762576,"3","3"
"Cell533","SeuratProject",34483,6259,"Cell533","Batch1","Group1",34362.7655637059,"0","0"
"Cell534","SeuratProject",53722,7756,"Cell534","Batch1","Group3",54213.4454900279,"2","2"
"Cell535","SeuratProject",71733,8959,"Cell535","Batch1","Group2",71552.0279422616,"1","1"
"Cell536","SeuratProject",55420,8006,"Cell536","Batch1","Group1",55411.5150991407,"0","0"
"Cell537","SeuratProject",74404,9091,"Cell537","Batch1","Group1",74483.1770441333,"0","0"
"Cell538","SeuratProject",96168,10214,"Cell538","Batch1","Group1",96212.3627076502,"0","0"
"Cell539","SeuratProject",60527,8306,"Cell539","Batch1","Group1",60996.5504574901,"0","0"
"Cell540","SeuratProject",70750,8876,"Cell540","Batch1","Group2",70552.9465066948,"1","1"
"Cell541","SeuratProject",69574,8793,"Cell541","Batch1","Group1",69099.392352506,"0","0"
"Cell542","SeuratProject",57250,8088,"Cell542","Batch1","Group1",57932.4320706267,"0","0"
"Cell543","SeuratProject",70388,8965,"Cell543","Batch1","Group3",70236.5103976697,"2","2"
"Cell544","SeuratProject",42953,7047,"Cell544","Batch1","Group3",43251.3226220584,"2","2"
"Cell545","SeuratProject",69032,8810,"Cell545","Batch1","Group3",69016.0340321371,"2","2"
"Cell546","SeuratProject",77004,9233,"Cell546","Batch1","Group3",77401.5130629056,"2","2"
"Cell547","SeuratProject",61722,8366,"Cell547","Batch1","Group1",62294.2404636291,"0","0"
"Cell548","SeuratProject",92018,10041,"Cell548","Batch1","Group4",92202.5264224594,"3","3"
"Cell549","SeuratProject",57257,8117,"Cell549","Batch1","Group3",57947.8008497682,"2","2"
"Cell550","SeuratProject",50054,7646,"Cell550","Batch1","Group1",50724.967426291,"0","0"
"Cell551","SeuratProject",54563,7924,"Cell551","Batch1","Group1",55112.2470203334,"0","0"
"Cell552","SeuratProject",81734,9472,"Cell552","Batch1","Group2",81298.814017793,"1","1"
"Cell553","SeuratProject",48670,7424,"Cell553","Batch1","Group1",48553.6770670908,"0","0"
"Cell554","SeuratProject",62472,8440,"Cell554","Batch1","Group1",62667.0566354572,"0","0"
"Cell555","SeuratProject",51826,7691,"Cell555","Batch1","Group1",51479.8135652904,"0","0"
"Cell556","SeuratProject",79631,9356,"Cell556","Batch1","Group3",79437.5256798526,"2","2"
"Cell557","SeuratProject",76545,9208,"Cell557","Batch1","Group1",76181.6941025597,"0","0"
"Cell558","SeuratProject",66881,8664,"Cell558","Batch1","Group3",67060.429202448,"2","2"
"Cell559","SeuratProject",78361,9352,"Cell559","Batch1","Group2",78555.5652602793,"1","1"
"Cell560","SeuratProject",57615,8141,"Cell560","Batch1","Group3",57524.5994574854,"2","2"
"Cell561","SeuratProject",69842,8872,"Cell561","Batch1","Group1",70055.3969728372,"0","0"
"Cell562","SeuratProject",85658,9671,"Cell562","Batch1","Group2",85673.0195030085,"1","1"
"Cell563","SeuratProject",55737,8048,"Cell563","Batch1","Group3",55862.6542487551,"2","2"
"Cell564","SeuratProject",64082,8586,"Cell564","Batch1","Group2",64571.1538406976,"1","1"
"Cell565","SeuratProject",56638,7963,"Cell565","Batch1","Group1",55719.1491177236,"0","0"
"Cell566","SeuratProject",67258,8663,"Cell566","Batch1","Group2",67082.7719422971,"1","1"
"Cell567","SeuratProject",83164,9543,"Cell567","Batch1","Group1",84669.7304880573,"0","0"
"Cell568","SeuratProject",47266,7396,"Cell568","Batch1","Group1",47241.6843866687,"0","0"
"Cell569","SeuratProject",61942,8253,"Cell569","Batch1","Group1",61779.0731320111,"0","0"
"Cell570","SeuratProject",59374,8198,"Cell570","Batch1","Group2",58428.6508944878,"1","1"
"Cell571","SeuratProject",55155,7952,"Cell571","Batch1","Group2",54833.5140468535,"1","1"
"Cell572","SeuratProject",61406,8439,"Cell572","Batch1","Group3",62235.8026810592,"2","2"
"Cell573","SeuratProject",50077,7566,"Cell573","Batch1","Group1",50116.2165034706,"0","0"
"Cell574","SeuratProject",84294,9565,"Cell574","Batch1","Group4",84468.6994979064,"3","3"
"Cell575","SeuratProject",55513,7960,"Cell575","Batch1","Group2",54943.3033915369,"1","1"
"Cell576","SeuratProject",52332,7718,"Cell576","Batch1","Group1",52176.865294012,"0","0"
"Cell577","SeuratProject",68291,8729,"Cell577","Batch1","Group2",68289.5115234116,"1","1"
"Cell578","SeuratProject",50844,7635,"Cell578","Batch1","Group1",51486.5571790514,"0","0"
"Cell579","SeuratProject",52763,7827,"Cell579","Batch1","Group3",52733.8060873491,"2","2"
